timestamp,src_ip,dst_ip,src_port,dst_port,protocol,bytes_sent,bytes_received,user_agent,url,is_internal_traffic,label,attack_type
10/3/2025 20:41,155.167.78.78,60.130.62.137,10722,25,TCP,36240,52700,Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html),https://portal.example.org/test.php?id=598033,FALSE,0,benign
10/3/2025 20:42,160.49.39.170,53.176.173.163,18707,21,ICMP,64549,198027,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36",,FALSE,0,benign
10/3/2025 21:01,193.252.238.52,254.240.16.42,59257,22,TCP,3412,4638,"Mozilla/5.0 (iPhone; CPU iPhone OS 16_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.6 Mobile/15E148 Safari/604.1",https://portal.example.org/wp-login.php?id=739540,FALSE,0,benign
10/3/2025 21:25,76.254.251.130,232.68.9.23,25,21,UDP,66502,276391,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36",https://webmail.corp/admin?id=29918,FALSE,0,benign
10/3/2025 22:31,67.175.9.244,221.232.254.21,36362,25,TCP,125895,438102,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36",,FALSE,0,benign
10/3/2025 22:34,196.16.220.226,174.13.215.34,4669,80,TCP,33047,121288,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36",https://webmail.corp/config.php?id=20897,FALSE,0,benign
10/3/2025 23:13,235.60.196.116,145.151.185.223,26572,3306,UDP,21698,9388,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36",,FALSE,0,benign
10/3/2025 23:26,81.192.226.118,235.9.68.192,62555,21,TCP,5272,3999,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36",,FALSE,0,benign
10/3/2025 23:48,10.16.90.143,99.146.136.117,80,80,TCP,15585,58252,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36",https://api.service.io/test.php?id=761729,FALSE,1,credential-stuffing
10/3/2025 23:54,169.155.84.126,58.186.109.72,56187,3306,TCP,9708,35728,sqlmap/1.8,,FALSE,0,benign
10/4/2025 0:13,111.68.159.184,25.144.126.160,30276,53,TCP,55005,97457,Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html),https://app.company.in/manager/html?id=713393,FALSE,0,benign
10/4/2025 0:18,100.249.56.146,19.15.111.48,62712,1433,UDP,5654,22028,curl/8.4.0,https://api.service.io/?id=694734,FALSE,0,benign
10/4/2025 0:25,173.251.240.122,56.83.46.35,48769,21,UDP,54363,140657,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36",,TRUE,0,benign
10/4/2025 0:33,144.80.28.101,136.220.218.248,10405,3306,TCP,5753,14010,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36",https://webmail.corp/wp-login.php?id=391950,FALSE,0,benign
10/4/2025 0:35,68.253.193.158,194.233.237.76,3687,22,TCP,14475,7371,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36",,TRUE,0,benign
10/4/2025 0:38,174.180.145.83,164.249.131.121,45420,3306,TCP,59022,88263,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/115.0,https://portal.example.org/.env?id=520905,FALSE,0,benign
10/4/2025 0:39,16.14.23.33,124.69.26.183,47299,80,TCP,7143,21888,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",https://portal.example.org/wp-login.php?id=895153,FALSE,0,benign
10/4/2025 0:41,215.187.178.208,238.49.40.170,7995,3306,TCP,62371,88613,"Mozilla/5.0 (iPhone; CPU iPhone OS 16_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.6 Mobile/15E148 Safari/604.1",,FALSE,0,benign
10/4/2025 0:52,190.13.174.98,224.31.151.1,60104,1433,TCP,53358,216033,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",https://portal.example.org/owa/auth/logon.aspx?id=970740,FALSE,0,benign
10/4/2025 1:11,25.219.176.254,201.41.139.7,21223,443,TCP,14278,3515,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",https://api.service.io/shell?id=50693,TRUE,0,benign
10/4/2025 1:33,92.210.179.15,178.195.167.214,22,443,TCP,141330,407411,python-requests/2.31.0,https://webmail.corp/admin?id=994411,TRUE,0,benign
10/4/2025 1:41,170.125.126.61,5.43.228.121,445,3389,TCP,24945,13307,curl/8.4.0,https://api.service.io/shell?id=988589,FALSE,0,benign
10/4/2025 1:49,166.159.43.234,183.243.177.165,7048,3306,TCP,128494,143039,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",https://api.service.io/test.php?id=884852,FALSE,0,benign
10/4/2025 1:56,177.33.156.30,110.152.225.13,52875,3389,TCP,388304,970789,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",https://internal.bank.local/backup.sql?id=859132,TRUE,0,benign
10/4/2025 1:57,87.86.10.138,35.166.108.152,51803,443,ICMP,14971,62327,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",https://api.service.io/?id=950266,FALSE,0,benign
10/4/2025 2:03,84.19.235.169,58.66.68.68,53777,53,UDP,61816,189941,curl/8.4.0,https://api.service.io/.env?id=854421,FALSE,0,benign
10/4/2025 2:08,222.216.215.69,33.184.252.123,12928,1433,TCP,7941,16283,curl/8.4.0,https://internal.bank.local/test.php?id=19605,FALSE,0,benign
10/4/2025 2:47,6.240.11.253,116.92.233.117,48943,25,TCP,4219,7966,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/115.0,https://webmail.corp/backup.sql?id=835844,FALSE,0,benign
10/4/2025 3:04,82.193.199.83,212.120.73.36,27134,25,UDP,16111,36798,python-requests/2.31.0,,TRUE,0,benign
10/4/2025 3:06,147.50.250.26,216.33.245.23,59279,80,UDP,2489,1341,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36",,TRUE,0,benign
10/4/2025 3:06,177.105.172.128,169.176.95.24,1433,3306,UDP,4913,2962,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",,FALSE,0,benign
10/4/2025 3:16,129.173.85.158,26.144.158.111,35330,35255,TCP,56743,154299,python-urllib/3.9,,FALSE,0,benign
10/4/2025 3:27,77.186.223.52,255.17.116.183,443,443,ICMP,9683,20345,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",https://app.company.in/manager/html?id=855787,FALSE,1,brute-force
10/4/2025 3:27,128.38.109.74,97.97.117.150,2016,3306,TCP,68653,125778,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",,FALSE,0,benign
10/4/2025 3:34,68.24.152.147,212.202.250.139,7468,443,TCP,35562,60091,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",https://portal.example.org/.env?id=399170,FALSE,0,benign
10/4/2025 3:52,103.115.47.184,214.152.90.208,40144,25,UDP,425851,1290243,curl/8.4.0,,FALSE,0,benign
10/4/2025 4:03,217.48.172.70,201.8.146.119,41989,445,TCP,50967,13240,curl/8.4.0,https://webmail.corp/shell?id=778699,FALSE,0,benign
10/4/2025 4:11,18.243.218.54,85.126.188.170,22,25,UDP,130973,182353,"Mozilla/5.0 (iPhone; CPU iPhone OS 16_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.6 Mobile/15E148 Safari/604.1",https://api.service.io/owa/auth/logon.aspx?id=178399,FALSE,0,benign
10/4/2025 4:14,89.39.154.130,129.159.228.193,64041,25,TCP,41898,123611,curl/8.4.0,https://api.service.io/.env?id=654537,FALSE,0,benign
10/4/2025 4:40,206.153.221.170,122.28.196.148,32631,22,ICMP,36251,18641,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",https://api.service.io/admin?id=188814,FALSE,0,benign
10/4/2025 5:03,139.160.102.107,177.53.50.157,13030,1433,TCP,141998,498161,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36",https://webmail.corp/dashboard?id=263752,TRUE,0,benign
10/4/2025 5:06,103.128.232.172,105.255.203.172,1433,53,UDP,64220,173076,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/115.0,,TRUE,0,benign
10/4/2025 5:44,196.92.9.161,164.27.76.254,44204,3306,TCP,30825,120663,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36",https://webmail.corp/?id=214862,FALSE,0,benign
10/4/2025 5:51,181.95.255.55,250.162.158.105,1087,445,TCP,30608,2539,"Mozilla/5.0 (iPhone; CPU iPhone OS 16_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.6 Mobile/15E148 Safari/604.1",https://app.company.in/shell?id=664291,FALSE,0,benign
10/4/2025 5:58,170.239.137.240,21.214.242.152,21,445,TCP,52112,187634,sqlmap/1.8,https://webmail.corp/owa/auth/logon.aspx?id=731631,FALSE,1,command-injection
10/4/2025 6:05,164.222.30.134,244.148.210.192,3389,21,TCP,7523,26144,"Mozilla/5.0 (iPhone; CPU iPhone OS 16_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.6 Mobile/15E148 Safari/604.1",https://portal.example.org/.env?id=969540,FALSE,0,benign
10/4/2025 6:14,52.186.236.38,253.227.231.135,42522,445,TCP,7029,17358,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/115.0,https://portal.example.org/config.php?id=370564,FALSE,0,benign
10/4/2025 6:18,62.77.153.217,171.34.222.56,3389,53,TCP,215485,706543,python-requests/2.31.0,,FALSE,0,benign
10/4/2025 6:48,112.210.163.221,184.212.40.224,42372,25,TCP,434982,36268,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",,FALSE,0,benign
10/4/2025 8:44,213.32.104.217,58.166.148.200,41221,22,TCP,4983,20115,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",https://api.service.io/.env?id=160076,FALSE,0,benign
10/4/2025 8:46,106.136.146.166,164.167.69.181,64977,53,TCP,7552,23876,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36",,FALSE,0,benign
10/4/2025 8:55,42.131.120.104,249.33.58.183,3676,1433,UDP,137041,150464,zgrab/0.x,https://app.company.in/api/v1/users?id=902187,FALSE,0,benign
10/4/2025 9:05,62.58.76.50,144.171.224.45,7114,25,TCP,51721,28763,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36",https://app.company.in/owa/auth/logon.aspx?id=75308,FALSE,0,benign
10/4/2025 9:55,8.125.158.119,59.170.26.23,59850,1433,TCP,65009,228215,"Mozilla/5.0 (iPhone; CPU iPhone OS 16_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.6 Mobile/15E148 Safari/604.1",https://internal.bank.local/backup.sql?id=124912,FALSE,0,benign
10/4/2025 10:17,125.223.216.166,159.143.235.55,40319,21,TCP,92462,259287,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",,FALSE,0,benign
10/4/2025 10:18,232.18.103.41,127.249.216.36,49499,3389,TCP,14985,46920,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",https://internal.bank.local/config.php?id=623057,FALSE,0,benign
10/4/2025 10:24,70.69.14.67,103.100.194.227,28736,21,TCP,37344,4567,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",https://api.service.io/admin?id=433356,FALSE,0,benign
10/4/2025 10:51,203.142.90.165,213.180.149.197,445,21,TCP,32975,134676,sqlmap/1.8,https://internal.bank.local/admin?id=141925,FALSE,0,benign
10/4/2025 11:29,219.21.248.201,246.252.237.146,45906,80,UDP,5577,9116,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",,FALSE,0,benign
10/4/2025 11:30,6.28.42.81,22.245.78.208,17097,3389,TCP,36466,35815,curl/8.4.0,,FALSE,0,benign
10/4/2025 11:39,155.152.32.231,222.69.10.12,19511,25,TCP,159585,287708,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36",,FALSE,0,benign
10/4/2025 11:57,245.208.186.172,164.131.76.166,37872,445,TCP,12905,51917,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",,TRUE,0,benign
10/4/2025 12:01,169.46.203.242,107.163.53.31,37206,80,TCP,28116,71146,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",https://portal.example.org/dashboard?id=550862,TRUE,0,benign
10/4/2025 12:40,215.71.120.29,137.169.28.216,39778,80,TCP,30660,106882,"Mozilla/5.0 (iPhone; CPU iPhone OS 16_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.6 Mobile/15E148 Safari/604.1",https://portal.example.org/admin?id=118927,TRUE,0,benign
10/4/2025 13:10,147.61.128.128,46.3.92.167,18137,1433,UDP,13968,27161,curl/8.4.0,,TRUE,0,benign
10/4/2025 13:19,227.46.121.154,22.164.250.83,29773,3389,TCP,65058,33017,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36",,FALSE,0,benign
10/4/2025 13:24,32.160.168.214,151.174.55.65,22358,80,TCP,7419,21954,sqlmap/1.8,https://webmail.corp/config.php?id=231283,FALSE,1,command-injection
10/4/2025 13:30,150.199.120.240,222.21.203.114,44853,443,TCP,185764,359223,zgrab/0.x,https://webmail.corp/.env?id=462472,FALSE,0,benign
10/4/2025 13:33,109.111.73.28,40.158.79.16,47498,22,UDP,59989,128749,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",,TRUE,0,benign
10/4/2025 13:40,45.109.140.113,183.135.180.132,17376,22,TCP,4920,15181,curl/8.4.0,,FALSE,0,benign
10/4/2025 14:10,105.130.28.126,178.247.93.70,63193,21,TCP,333305,1171374,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",https://webmail.corp/shell?id=485681,FALSE,0,benign
10/4/2025 14:15,137.191.57.82,41.89.247.220,39364,22,TCP,28823,115509,python-requests/2.31.0,,FALSE,0,benign
10/4/2025 14:42,140.216.243.175,173.150.201.109,443,53,TCP,6927,21208,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",,FALSE,0,benign
10/4/2025 14:54,64.142.74.93,90.65.152.209,34397,53,UDP,128963,120673,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",,FALSE,0,benign
10/4/2025 15:03,122.188.157.6,133.101.22.244,43692,445,TCP,48604,186373,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36",https://api.service.io/api/v1/users?id=932650,FALSE,0,benign
10/4/2025 15:04,166.17.27.177,255.176.58.117,13405,3306,TCP,1293,3175,Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html),,FALSE,0,benign
10/4/2025 15:08,235.122.129.142,175.128.177.74,63592,25,UDP,9499,7809,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36",,TRUE,0,benign
10/4/2025 15:18,99.158.185.232,85.32.92.168,18040,3306,TCP,34425,81975,python-requests/2.31.0,https://app.company.in/login?id=111572,FALSE,0,benign
10/4/2025 15:18,208.62.121.220,56.131.105.195,22,61128,TCP,695,1174,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",https://portal.example.org/test.php?id=424323,FALSE,0,benign
10/4/2025 15:37,114.198.4.233,242.120.167.60,8126,80,TCP,25238,79176,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36",,FALSE,0,benign
10/4/2025 15:54,246.201.130.78,242.221.237.96,29497,22,TCP,28360,5275,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36",,FALSE,0,benign
10/4/2025 15:55,24.120.152.54,173.229.247.128,28831,53,TCP,3315,12769,Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html),https://internal.bank.local/wp-login.php?id=955849,FALSE,0,benign
10/4/2025 15:57,221.82.224.162,114.108.128.232,14450,3306,UDP,33963,48111,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",,FALSE,0,benign
10/4/2025 15:58,82.208.17.71,238.76.95.59,64224,53,TCP,22291,7050,Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html),,TRUE,0,benign
10/4/2025 16:13,222.41.251.121,214.171.246.83,45230,53,TCP,3274,1627,"Mozilla/5.0 (iPhone; CPU iPhone OS 16_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.6 Mobile/15E148 Safari/604.1",https://webmail.corp/owa/auth/logon.aspx?id=288059,FALSE,0,benign
10/4/2025 16:16,189.211.170.184,28.154.139.107,45995,22,UDP,95922,183662,Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html),https://webmail.corp/login?id=97985,TRUE,0,benign
10/4/2025 16:27,109.51.82.179,77.224.47.66,3306,3389,TCP,84167,254146,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",https://webmail.corp/shell?id=368749,FALSE,0,benign
10/4/2025 17:08,67.33.180.108,1.240.244.20,45097,80,TCP,13855,40885,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",https://app.company.in/?id=482171,FALSE,0,benign
10/4/2025 17:15,155.167.232.178,162.93.15.245,27804,445,TCP,16030,53484,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/115.0,https://app.company.in/phpmyadmin?id=304725,FALSE,0,benign
10/4/2025 17:44,8.26.94.162,202.211.43.241,80,445,UDP,70405,174171,curl/8.4.0,https://portal.example.org/login?id=261398,FALSE,0,benign
10/4/2025 18:14,114.69.1.103,170.18.246.216,28452,20989,UDP,15977,60484,"Mozilla/5.0 (iPhone; CPU iPhone OS 16_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.6 Mobile/15E148 Safari/604.1",,FALSE,0,benign
10/4/2025 18:22,52.156.160.148,68.201.201.228,54132,443,UDP,1002,3857,sqlmap/1.8,https://api.service.io/backup.sql?id=183171,FALSE,0,benign
10/4/2025 18:40,22.56.80.64,182.211.254.214,43618,22,UDP,48006,59837,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36",https://webmail.corp/shell?id=942196,FALSE,0,benign
10/4/2025 18:57,133.66.210.203,172.139.242.39,14436,21,TCP,5995,4071,"Mozilla/5.0 (iPhone; CPU iPhone OS 16_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.6 Mobile/15E148 Safari/604.1",,FALSE,0,benign
10/4/2025 19:12,241.163.231.123,204.46.235.31,22718,25,TCP,11804,35315,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36",https://portal.example.org/shell?id=954589,FALSE,0,benign
10/4/2025 19:19,224.68.133.45,193.87.148.197,443,25,UDP,226974,361953,Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html),,FALSE,0,benign
10/4/2025 19:27,176.167.144.51,59.188.199.109,57914,53,TCP,17776,12058,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36",,FALSE,0,benign
10/4/2025 19:49,22.212.188.47,129.125.25.56,3389,3389,TCP,22087,44326,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36",,FALSE,1,brute-force
10/4/2025 19:51,101.193.114.6,40.14.177.98,56823,21,TCP,49784,165530,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36",https://internal.bank.local/api/v1/users?id=322866,TRUE,0,benign
10/4/2025 19:54,243.11.117.233,45.94.152.195,43118,53,TCP,49440,144768,Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html),,TRUE,0,benign
10/4/2025 20:00,23.236.101.68,117.63.30.49,443,3389,UDP,5060,10781,"Mozilla/5.0 (iPhone; CPU iPhone OS 16_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.6 Mobile/15E148 Safari/604.1",,TRUE,0,benign
10/4/2025 20:09,180.86.25.103,249.36.148.162,443,12210,TCP,20000,76083,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36",https://api.service.io/shell?id=125800,TRUE,0,benign
10/4/2025 20:36,159.219.133.39,82.5.242.249,38349,3306,TCP,23338,40622,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36",https://internal.bank.local/login?id=936021,FALSE,0,benign
10/4/2025 20:37,23.188.87.243,16.146.162.165,3306,80,ICMP,34038,120207,Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html),https://webmail.corp/admin?id=877647,TRUE,0,benign
10/4/2025 20:48,146.60.7.184,128.90.114.168,60085,21,TCP,34987,83445,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36",https://internal.bank.local/backup.sql?id=570582,FALSE,0,benign
10/4/2025 20:52,135.222.232.212,153.152.236.216,33360,3389,TCP,1383194,2234046,"Mozilla/5.0 (iPhone; CPU iPhone OS 16_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.6 Mobile/15E148 Safari/604.1",https://webmail.corp/login?id=155816,FALSE,0,benign
10/4/2025 20:55,173.253.60.58,243.13.232.81,11811,445,TCP,3356,2098,python-requests/2.31.0,https://webmail.corp/api/v1/users?id=518395,TRUE,0,benign
10/4/2025 20:57,183.104.97.243,174.36.93.175,8766,62249,UDP,105677,126488,python-requests/2.31.0,https://portal.example.org/?id=802154,FALSE,0,benign
10/4/2025 20:59,221.136.147.192,97.45.133.157,24679,22,TCP,146298,152714,curl/8.4.0,https://api.service.io/owa/auth/logon.aspx?id=41962,FALSE,0,benign
10/4/2025 21:04,127.195.66.111,19.233.4.106,22,53,UDP,48458,133036,"Mozilla/5.0 (iPhone; CPU iPhone OS 16_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.6 Mobile/15E148 Safari/604.1",,TRUE,0,benign
10/4/2025 21:44,220.105.110.211,239.121.54.198,50764,3389,TCP,7781,4578,"Mozilla/5.0 (iPhone; CPU iPhone OS 16_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.6 Mobile/15E148 Safari/604.1",,FALSE,0,benign
10/4/2025 21:48,73.96.214.47,147.202.90.221,54517,3306,TCP,315990,330819,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/115.0,,FALSE,0,benign
10/4/2025 21:48,105.74.14.75,247.225.170.101,54709,443,UDP,660,78,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",https://internal.bank.local/backup.sql?id=646172,FALSE,0,benign
10/4/2025 21:58,250.134.120.159,179.152.130.58,20246,25,UDP,7381,30488,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",https://api.service.io/dashboard?id=471325,FALSE,0,benign
